ダウンロードした時刻：2023/08/29 04:55:17

,札幌,札幌,札幌,仙台,仙台,仙台,名古屋,名古屋,名古屋,東京,東京,東京,広島,広島,広島,大阪,大阪,大阪,福岡,福岡,福岡
年月日,平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃)
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
1986/3/14,-1.8,8,1,3.5,8,1,8.1,8,1,5.2,8,1,8.6,8,1,8.9,8,1,11.2,8,1
1986/3/15,-0.7,8,1,3.0,8,1,12.6,8,1,4.4,8,1,10.7,8,1,13.5,8,1,11.0,8,1
1986/3/16,3.3,8,1,5.8,8,1,10.3,8,1,10.2,8,1,9.0,8,1,10.2,8,1,9.9,8,1
1986/3/17,-1.0,8,1,3.5,8,1,5.8,8,1,7.5,8,1,6.4,8,1,6.7,8,1,8.2,8,1
1986/3/18,-0.6,8,1,4.1,8,1,6.1,8,1,8.2,8,1,5.3,8,1,6.2,8,1,10.1,8,1
1986/3/19,-0.9,8,1,1.5,8,1,8.3,8,1,7.4,8,1,8.5,8,1,10.0,8,1,10.0,8,1
1986/3/20,0.2,8,1,6.2,8,1,6.9,8,1,9.8,8,1,7.6,8,1,7.4,8,1,8.8,8,1
1986/3/21,-0.9,8,1,5.1,8,1,7.1,8,1,8.9,8,1,7.5,8,1,7.0,8,1,9.6,8,1
1986/3/22,0.1,8,1,4.9,8,1,7.8,8,1,6.2,8,1,5.7,8,1,8.0,8,1,7.0,8,1
1986/3/23,1.4,8,1,1.3,8,1,6.5,8,1,2.5,8,1,6.4,8,1,5.8,8,1,7.9,8,1
1986/3/24,2.3,8,1,4.3,8,1,6.9,8,1,7.4,8,1,7.5,8,1,6.9,8,1,8.9,8,1
1986/3/25,1.1,8,1,4.7,8,1,6.5,8,1,7.6,8,1,6.9,8,1,8.0,8,1,9.2,8,1
1986/3/26,1.8,8,1,5.0,8,1,7.9,8,1,8.8,8,1,8.6,8,1,9.3,8,1,10.2,8,1
1986/3/27,1.7,8,1,8.7,8,1,10.7,8,1,12.1,8,1,8.7,8,1,11.9,8,1,10.1,8,1
1986/3/28,0.7,8,1,2.7,8,1,9.7,8,1,8.3,8,1,10.9,8,1,10.5,8,1,11.3,8,1
1986/3/29,2.2,8,1,3.1,8,1,11.3,8,1,7.4,8,1,13.5,8,1,11.5,8,1,12.5,8,1
1986/3/30,1.7,8,1,4.0,8,1,10.1,8,1,8.9,8,1,11.9,8,1,10.7,8,1,12.1,8,1
1986/3/31,2.2,8,1,6.5,8,1,10.0,8,1,11.0,8,1,11.4,8,1,10.6,8,1,11.0,8,1
1986/4/1,3.8,8,1,6.0,8,1,9.3,8,1,9.9,8,1,9.1,8,1,9.4,8,1,10.4,8,1
1986/4/2,2.7,8,1,6.5,8,1,11.3,8,1,12.3,8,1,10.7,8,1,11.6,8,1,12.1,8,1
1986/4/3,4.2,8,1,5.2,8,1,12.3,8,1,9.8,8,1,11.6,8,1,13.9,8,1,13.3,8,1
1986/4/4,7.1,8,1,7.5,8,1,12.2,8,1,12.0,8,1,11.2,8,1,13.1,8,1,14.0,8,1
1986/4/5,4.5,8,1,10.2,8,1,12.4,8,1,14.2,8,1,13.0,8,1,13.1,8,1,12.2,8,1
1986/4/6,1.7,8,1,7.3,8,1,10.4,8,1,12.5,8,1,11.5,8,1,12.1,8,1,13.1,8,1
1986/4/7,1.1,8,1,5.5,8,1,6.3,8,1,8.6,8,1,9.2,8,1,8.1,8,1,10.5,8,1
1986/4/8,6.2,8,1,8.7,8,1,9.4,8,1,11.0,8,1,9.5,8,1,10.2,8,1,13.9,8,1
1986/4/9,11.0,8,1,14.4,8,1,13.5,8,1,16.2,8,1,11.1,8,1,14.8,8,1,16.5,8,1
1986/4/10,8.4,8,1,10.2,8,1,14.3,8,1,16.6,8,1,16.3,8,1,16.1,8,1,18.9,8,1
1986/4/11,5.4,8,1,8.2,8,1,11.7,8,1,12.8,8,1,13.0,8,1,13.1,8,1,13.9,8,1
1986/4/12,4.1,8,1,6.5,8,1,10.0,8,1,10.7,8,1,9.8,8,1,10.8,8,1,11.8,8,1
1986/4/13,6.8,8,1,11.1,8,1,12.3,8,1,12.6,8,1,11.1,8,1,12.9,8,1,13.0,8,1
1986/4/14,7.8,8,1,9.5,8,1,15.2,8,1,13.3,8,1,13.7,8,1,15.6,8,1,16.1,8,1
1986/4/15,7.5,8,1,8.8,8,1,12.5,8,1,12.1,8,1,13.0,8,1,14.0,8,1,15.1,8,1
1986/4/16,2.4,8,1,7.6,8,1,11.6,8,1,13.4,8,1,12.8,8,1,11.3,8,1,13.5,8,1
1986/4/17,4.0,8,1,6.1,8,1,12.1,8,1,10.9,8,1,13.0,8,1,13.2,8,1,13.8,8,1
1986/4/18,9.0,8,1,9.9,8,1,14.6,8,1,13.9,8,1,13.3,8,1,15.3,8,1,13.9,8,1
1986/4/19,11.4,8,1,10.3,8,1,14.7,8,1,13.8,8,1,13.8,8,1,16.1,8,1,16.4,8,1
1986/4/20,10.3,8,1,11.0,8,1,17.0,8,1,14.4,8,1,16.6,8,1,19.2,8,1,16.6,8,1
1986/4/21,8.0,8,1,11.7,8,1,17.6,8,1,16.0,8,1,17.2,8,1,19.4,8,1,15.2,8,1
1986/4/22,8.2,8,1,11.3,8,1,16.8,8,1,15.4,8,1,15.0,8,1,17.4,8,1,15.5,8,1
1986/4/23,8.9,8,1,12.2,8,1,17.7,8,1,17.8,8,1,14.6,8,1,17.1,8,1,16.7,8,1
1986/4/24,7.7,8,1,11.2,8,1,17.0,8,1,16.1,8,1,16.4,8,1,18.6,8,1,18.9,8,1
1986/4/25,8.4,8,1,11.3,8,1,18.8,8,1,17.7,8,1,18.2,8,1,19.6,8,1,20.2,8,1
1986/4/26,10.6,8,1,11.0,8,1,20.9,8,1,18.2,8,1,19.5,8,1,20.1,8,1,22.3,8,1
1986/4/27,7.8,8,1,9.5,8,1,18.7,8,1,19.3,8,1,17.7,8,1,19.9,8,1,20.2,8,1
1986/4/28,7.4,8,1,11.1,8,1,14.6,8,1,15.0,8,1,15.6,8,1,14.0,8,1,16.7,8,1
1986/4/29,10.3,8,1,9.2,8,1,16.0,8,1,14.4,8,1,16.0,8,1,15.7,8,1,15.7,8,1
1986/4/30,10.6,8,1,11.7,8,1,16.3,8,1,15.7,8,1,16.6,8,1,16.8,8,1,16.8,8,1
1986/5/1,13.5,8,1,12.9,8,1,17.1,8,1,17.1,8,1,16.6,8,1,18.8,8,1,18.6,8,1
1986/5/2,10.3,8,1,14.5,8,1,14.9,8,1,17.7,8,1,16.1,8,1,15.7,8,1,15.5,8,1
1986/5/3,12.2,8,1,15.0,8,1,14.4,8,1,15.7,8,1,15.9,8,1,14.5,8,1,15.2,8,1
1986/5/4,13.8,8,1,14.7,8,1,15.5,8,1,15.5,8,1,17.2,8,1,17.4,8,1,17.4,8,1
1986/5/5,16.3,8,1,13.7,8,1,17.7,8,1,15.7,8,1,17.2,8,1,18.4,8,1,20.0,8,1
1986/5/6,15.2,8,1,13.0,8,1,14.3,8,1,15.8,8,1,16.2,8,1,15.4,8,1,17.9,8,1
1986/5/7,11.4,8,1,16.7,8,1,18.8,8,1,19.4,8,1,17.1,8,1,18.0,8,1,19.2,8,1
1986/5/8,13.5,8,1,19.4,8,1,20.3,8,1,20.7,8,1,18.6,8,1,20.5,8,1,20.0,8,1
1986/5/9,15.8,8,1,17.2,8,1,20.8,8,1,20.8,8,1,19.7,8,1,20.3,8,1,19.8,8,1
1986/5/10,11.5,8,1,12.6,8,1,18.4,8,1,17.0,8,1,18.4,8,1,18.9,8,1,18.0,8,1
1986/5/11,8.1,8,1,12.4,8,1,16.7,8,1,16.5,8,1,18.2,8,1,18.5,8,1,17.4,8,1
1986/5/12,9.0,8,1,12.3,8,1,18.5,8,1,16.2,8,1,18.1,8,1,18.3,8,1,17.7,8,1
1986/5/13,11.4,8,1,11.9,8,1,18.4,8,1,17.2,8,1,19.3,8,1,20.2,8,1,21.7,8,1
1986/5/14,11.4,8,1,13.2,8,1,16.9,8,1,17.5,8,1,16.9,8,1,18.3,8,1,19.3,8,1
1986/5/15,12.5,8,1,14.4,8,1,18.6,8,1,17.6,8,1,15.8,8,1,18.0,8,1,16.8,8,1
1987/3/10,-1.5,8,1,1.0,8,1,6.1,8,1,6.4,8,1,4.6,8,1,5.7,8,1,7.0,8,1
1987/3/11,-2.5,8,1,0.2,8,1,7.0,8,1,4.2,8,1,5.8,8,1,7.4,8,1,8.9,8,1
1987/3/12,-1.1,8,1,3.9,8,1,8.8,8,1,8.0,8,1,7.8,8,1,9.0,8,1,10.2,8,1
1987/3/13,0.7,8,1,4.0,8,1,8.8,8,1,8.2,8,1,8.6,8,1,9.6,8,1,14.3,8,1
1987/3/14,3.1,8,1,9.4,8,1,9.7,8,1,11.8,8,1,9.7,8,1,11.1,8,1,11.3,8,1
1987/3/15,-4.6,8,1,4.0,8,1,8.1,8,1,8.5,8,1,7.4,8,1,8.2,8,1,9.6,8,1
1987/3/16,-2.5,8,1,3.2,8,1,7.6,8,1,8.7,8,1,8.1,8,1,8.1,8,1,9.3,8,1
1987/3/17,1.1,8,1,3.8,8,1,5.2,8,1,6.3,8,1,7.2,8,1,6.2,8,1,9.7,8,1
1987/3/18,0.6,8,1,5.0,8,1,9.6,8,1,10.2,8,1,11.0,8,1,10.0,8,1,12.0,8,1
1987/3/19,2.5,8,1,5.7,8,1,10.3,8,1,10.3,8,1,8.9,8,1,12.0,8,1,12.7,8,1
1987/3/20,2.6,8,1,4.7,8,1,11.9,8,1,12.3,8,1,12.2,8,1,11.4,8,1,12.0,8,1
1987/3/21,1.8,8,1,4.7,8,1,11.8,8,1,10.5,8,1,11.7,8,1,12.5,8,1,12.6,8,1
1987/3/22,2.2,8,1,7.1,8,1,13.9,8,1,10.9,8,1,14.2,8,1,16.0,8,1,13.1,8,1
1987/3/23,3.9,8,1,7.9,8,1,13.9,8,1,11.8,8,1,13.7,8,1,15.9,8,1,15.2,8,1
1987/3/24,2.9,8,1,9.7,8,1,15.1,8,1,16.0,8,1,13.8,8,1,14.8,8,1,11.8,8,1
1987/3/25,0.6,8,1,7.6,8,1,6.5,8,1,13.4,8,1,6.7,8,1,8.5,8,1,5.8,8,1
1987/3/26,-1.8,8,1,2.1,8,1,5.2,8,1,7.5,8,1,5.0,8,1,5.5,8,1,5.4,8,1
1987/3/27,-1.1,8,1,5.0,8,1,7.8,8,1,9.1,8,1,6.1,8,1,7.8,8,1,7.1,8,1
1987/3/28,2.9,8,1,5.7,8,1,10.1,8,1,9.7,8,1,8.0,8,1,9.8,8,1,8.6,8,1
1987/3/29,5.9,8,1,7.3,8,1,10.2,8,1,10.5,8,1,8.4,8,1,10.1,8,1,9.7,8,1
1987/3/30,-0.3,8,1,7.8,8,1,11.2,8,1,13.1,8,1,9.0,8,1,11.3,8,1,12.2,8,1
1987/3/31,-3.5,8,1,4.2,8,1,8.7,8,1,10.3,8,1,7.6,8,1,7.9,8,1,8.5,8,1
1987/4/1,-0.1,8,1,4.1,8,1,6.5,8,1,6.4,8,1,5.0,8,1,6.4,8,1,6.5,8,1
1987/4/2,3.8,8,1,5.0,8,1,7.9,8,1,8.1,8,1,6.3,8,1,7.2,8,1,9.5,8,1
1987/4/3,4.7,8,1,6.5,8,1,11.2,8,1,9.5,8,1,10.9,8,1,10.7,8,1,11.7,8,1
1987/4/4,3.3,8,1,9.3,8,1,13.0,8,1,13.4,8,1,11.0,8,1,13.1,8,1,12.6,8,1
1987/4/5,3.3,8,1,10.3,8,1,15.0,8,1,15.5,8,1,13.6,8,1,16.0,8,1,14.7,8,1
1987/4/6,5.0,8,1,8.3,8,1,15.3,8,1,15.5,8,1,12.1,8,1,15.7,8,1,15.8,8,1
1987/4/7,5.1,8,1,7.6,8,1,13.1,8,1,13.4,8,1,12.6,8,1,14.3,8,1,15.7,8,1
1987/4/8,4.8,8,1,12.3,8,1,17.8,8,1,17.0,8,1,16.1,8,1,16.4,8,1,16.1,8,1
1987/4/9,6.5,8,1,9.8,8,1,16.6,8,1,15.0,8,1,13.1,8,1,16.7,8,1,16.0,8,1
1987/4/10,6.0,8,1,13.8,8,1,17.2,8,1,16.3,8,1,16.2,8,1,18.0,8,1,17.8,8,1
1987/4/11,1.5,8,1,8.2,8,1,12.1,8,1,14.5,8,1,12.7,8,1,11.7,8,1,11.7,8,1
1987/4/12,-0.5,8,1,3.9,8,1,8.6,8,1,7.5,8,1,9.0,8,1,8.8,8,1,9.8,8,1
1987/4/13,1.0,8,1,1.8,8,1,6.7,8,1,7.9,8,1,7.3,8,1,6.5,8,1,9.3,8,1
1987/4/14,4.2,8,1,4.0,8,1,8.6,8,1,7.6,8,1,8.2,8,1,8.7,8,1,9.7,8,1
1987/4/15,4.1,8,1,6.8,8,1,12.2,8,1,11.5,8,1,11.9,8,1,12.1,8,1,12.1,8,1
1987/4/16,7.5,8,1,7.7,8,1,13.6,8,1,12.1,8,1,13.4,8,1,13.9,8,1,13.8,8,1
1987/4/17,10.1,8,1,8.4,8,1,15.3,8,1,13.9,8,1,14.6,8,1,16.1,8,1,15.3,8,1
1987/4/18,8.4,8,1,11.5,8,1,16.3,8,1,16.6,8,1,15.6,8,1,16.6,8,1,17.5,8,1
1987/4/19,10.0,8,1,13.3,8,1,18.3,8,1,18.0,8,1,16.8,8,1,17.7,8,1,18.6,8,1
1987/4/20,11.2,8,1,11.9,8,1,18.7,8,1,19.1,8,1,17.9,8,1,19.1,8,1,20.7,8,1
1987/4/21,11.3,8,1,13.4,8,1,18.2,8,1,20.0,8,1,17.3,8,1,19.6,8,1,18.4,8,1
1987/4/22,8.6,8,1,16.6,8,1,19.5,8,1,21.7,8,1,15.3,8,1,18.0,8,1,16.0,8,1
1987/4/23,9.0,8,1,11.4,8,1,20.2,8,1,17.8,8,1,16.6,8,1,18.7,8,1,16.5,8,1
1987/4/24,5.4,8,1,10.4,8,1,16.6,8,1,17.3,8,1,16.2,8,1,16.9,8,1,16.0,8,1
1987/4/25,2.8,8,1,9.5,8,1,14.4,8,1,16.2,8,1,11.6,8,1,13.3,8,1,16.0,8,1
1987/4/26,2.8,8,1,5.2,8,1,11.9,8,1,12.1,8,1,11.2,8,1,11.1,8,1,13.1,8,1
1987/4/27,7.0,8,1,8.7,8,1,12.9,8,1,12.4,8,1,11.0,8,1,12.7,8,1,12.0,8,1
1987/4/28,8.2,8,1,11.6,8,1,16.1,8,1,16.1,8,1,13.9,8,1,15.7,8,1,14.8,8,1
1987/4/29,9.2,8,1,11.8,8,1,17.4,8,1,18.7,8,1,15.8,8,1,18.1,8,1,16.9,8,1
1987/4/30,15.3,8,1,14.8,8,1,17.9,8,1,19.4,8,1,16.7,8,1,17.6,8,1,18.3,8,1
1987/5/1,16.7,8,1,18.1,8,1,15.5,8,1,18.3,8,1,16.9,8,1,16.8,8,1,17.8,8,1
1987/5/2,12.7,8,1,16.8,8,1,19.7,8,1,18.5,8,1,18.3,8,1,19.6,8,1,18.6,8,1
1987/5/3,6.8,8,1,14.8,8,1,16.0,8,1,19.8,8,1,15.1,8,1,15.4,8,1,13.1,8,1
1987/5/4,7.5,8,1,11.5,8,1,13.3,8,1,14.3,8,1,12.3,8,1,13.4,8,1,13.4,8,1
1987/5/5,6.4,8,1,12.7,8,1,14.5,8,1,15.3,8,1,13.2,8,1,14.8,8,1,15.2,8,1
1987/5/6,7.8,8,1,10.4,8,1,16.1,8,1,17.0,8,1,15.3,8,1,17.3,8,1,16.6,8,1
1987/5/7,10.4,8,1,12.4,8,1,17.9,8,1,19.0,8,1,16.5,8,1,19.0,8,1,16.9,8,1
1987/5/8,13.7,8,1,13.2,8,1,17.7,8,1,19.1,8,1,17.3,8,1,19.4,8,1,17.6,8,1
1987/5/9,17.2,8,1,17.4,8,1,19.5,8,1,20.9,8,1,18.3,8,1,20.4,8,1,19.4,8,1
1987/5/10,15.2,8,1,17.8,8,1,20.1,8,1,21.5,8,1,19.0,8,1,20.2,8,1,20.2,8,1
1987/5/11,16.4,8,1,17.7,8,1,18.9,8,1,20.8,8,1,17.2,8,1,20.4,8,1,19.6,8,1
1987/5/12,15.0,8,1,17.0,8,1,17.5,8,1,21.5,8,1,16.8,8,1,19.4,8,1,21.9,8,1
1987/5/13,8.6,8,1,16.1,8,1,17.3,8,1,21.3,8,1,16.5,8,1,17.4,8,1,17.6,8,1
1987/5/14,7.4,8,1,11.5,8,1,15.1,8,1,13.8,8,1,17.3,8,1,14.4,8,1,16.8,8,1
1987/5/15,10.6,8,1,12.5,8,1,17.5,8,1,14.1,8,1,15.8,8,1,16.0,8,1,16.1,8,1
1988/3/10,-0.4,8,1,2.8,8,1,6.6,8,1,8.5,8,1,8.3,8,2,8.2,8,1,9.1,8,1
1988/3/11,5.3,8,1,5.6,8,1,9.3,8,1,12.1,8,1,8.9,8,2,11.5,8,1,11.7,8,1
1988/3/12,3.7,8,1,8.4,8,1,10.7,8,1,14.0,8,1,12.0,8,2,11.8,8,1,11.8,8,1
1988/3/13,1.2,8,1,8.9,8,1,10.8,8,1,12.3,8,1,10.6,8,2,11.3,8,1,12.4,8,1
1988/3/14,2.7,8,1,10.7,8,1,11.3,8,1,14.3,8,1,10.8,8,2,13.3,8,1,12.3,8,1
1988/3/15,-2.6,8,1,3.8,8,1,8.5,8,1,10.6,8,1,9.6,8,2,8.0,8,1,10.1,8,1
1988/3/16,-2.1,8,1,1.5,8,1,4.8,8,1,7.0,8,1,5.2,8,2,4.5,8,1,4.8,8,1
1988/3/17,0.7,8,1,4.9,8,1,6.4,8,1,5.1,8,1,4.3,8,2,5.8,8,1,7.2,8,1
1988/3/18,1.8,8,1,3.8,8,1,8.8,8,1,8.0,8,1,8.3,8,2,8.5,8,1,10.2,8,1
1988/3/19,2.8,8,1,6.4,8,1,10.0,8,1,10.8,8,1,9.0,8,2,9.2,8,1,10.2,8,1
1988/3/20,-0.2,8,1,3.8,8,1,10.6,8,1,9.3,8,1,10.7,8,2,9.1,8,1,10.8,8,1
1988/3/21,0.8,8,1,4.1,8,1,8.9,8,1,7.0,8,1,10.3,8,2,9.3,8,1,9.2,8,1
1988/3/22,0.2,8,1,6.3,8,1,9.6,8,1,8.3,8,1,10.9,8,2,11.7,8,1,10.3,8,1
1988/3/23,3.1,8,1,8.2,8,1,9.8,8,1,13.1,8,1,10.8,8,2,10.0,8,1,10.5,8,1
1988/3/24,-0.9,8,1,3.2,8,1,8.1,8,1,9.2,8,1,9.0,8,2,8.7,8,1,10.4,8,1
1988/3/25,2.3,8,1,4.6,8,1,6.7,8,1,8.0,8,1,8.2,8,2,7.0,8,1,10.2,8,1
1988/3/26,0.9,8,1,4.5,8,1,7.3,8,1,5.1,8,1,9.0,8,2,7.8,8,1,10.0,8,1
1988/3/27,0.8,8,1,5.1,8,1,7.6,8,1,7.7,8,1,8.2,8,2,8.2,8,1,9.2,8,1
1988/3/28,1.9,8,1,5.1,8,1,9.8,8,1,10.3,8,1,9.1,8,2,10.0,8,1,8.9,8,1
1988/3/29,1.4,8,1,5.4,8,1,10.7,8,1,8.6,8,1,10.7,8,2,11.2,8,1,10.4,8,1
1988/3/30,1.2,8,1,4.3,8,1,10.2,8,1,7.0,8,1,9.6,8,2,10.1,8,1,10.1,8,1
1988/3/31,1.4,8,1,2.6,8,1,10.0,8,1,5.2,8,1,10.3,8,2,9.7,8,1,10.0,8,1
1988/4/1,2.4,8,1,3.2,8,1,10.0,8,1,8.1,8,1,10.4,8,2,10.3,8,1,11.8,8,1
1988/4/2,3.6,8,1,7.3,8,1,12.0,8,1,10.0,8,1,10.9,8,2,12.6,8,1,12.0,8,1
1988/4/3,5.0,8,1,10.0,8,1,13.8,8,1,12.7,8,1,13.4,8,2,13.6,8,1,12.0,8,1
1988/4/4,3.7,8,1,9.1,8,1,12.7,8,1,13.3,8,1,13.2,8,2,12.1,8,1,12.9,8,1
1988/4/5,4.9,8,1,7.5,8,1,13.6,8,1,13.3,8,1,13.4,8,2,15.1,8,1,14.7,8,1
1988/4/6,1.9,8,1,8.6,8,1,11.2,8,1,13.9,8,1,12.8,8,2,12.4,8,1,12.4,8,1
1988/4/7,2.0,8,1,6.6,8,1,6.9,8,1,6.3,8,1,7.0,8,2,7.0,8,1,8.6,8,1
1988/4/8,2.9,8,1,1.4,8,1,7.9,8,1,3.8,8,1,9.2,8,2,8.6,8,1,9.4,8,1
1988/4/9,5.0,8,1,5.5,8,1,9.1,8,1,7.7,8,1,9.4,8,2,10.0,8,1,9.8,8,1
1988/4/10,7.1,8,1,7.5,8,1,10.4,8,1,10.1,8,1,10.5,8,2,11.2,8,1,11.3,8,1
1988/4/11,9.7,8,1,11.4,8,1,12.6,8,1,13.3,8,1,13.5,8,2,13.4,8,1,14.2,8,1
1988/4/12,9.2,8,1,12.1,8,1,13.9,8,1,15.5,8,1,15.2,8,2,15.6,8,1,16.2,8,1
1988/4/13,8.7,8,1,12.3,8,1,15.2,8,1,16.2,8,1,16.2,8,2,15.4,8,1,15.6,8,1
1988/4/14,8.5,8,1,11.6,8,1,13.3,8,1,16.4,8,1,13.4,8,2,14.4,8,1,14.3,8,1
1988/4/15,5.3,8,1,8.3,8,1,12.8,8,1,14.5,8,1,12.2,8,2,13.8,8,1,13.8,8,1
1988/4/16,5.6,8,1,9.5,8,1,14.4,8,1,15.1,8,1,14.1,8,2,15.7,8,1,15.5,8,1
1988/4/17,9.9,8,1,10.0,8,1,15.5,8,1,14.8,8,1,16.6,8,2,16.0,8,1,16.9,8,1
1988/4/18,12.3,8,1,12.4,8,1,14.6,8,1,16.0,8,1,13.6,8,2,15.2,8,1,14.5,8,1
1988/4/19,9.5,8,1,12.3,8,1,15.4,8,1,18.2,8,1,13.3,8,2,14.9,8,1,16.6,8,1
1988/4/20,8.2,8,1,13.1,8,1,18.4,8,1,19.1,8,1,17.1,8,2,18.6,8,1,19.0,8,1
1988/4/21,5.0,8,1,8.5,8,1,17.6,8,1,16.8,8,1,17.7,8,2,18.4,8,1,15.5,8,1
1988/4/22,6.3,8,1,8.2,8,1,15.1,8,1,17.2,8,1,14.9,8,2,14.8,8,1,14.0,8,1
1988/4/23,5.7,8,1,11.3,8,1,13.1,8,1,13.1,8,1,12.2,8,2,12.9,8,1,13.7,8,1
1988/4/24,2.9,8,1,9.3,8,1,11.7,8,1,13.0,8,1,12.0,8,2,12.4,8,1,13.1,8,1
1988/4/25,5.8,8,1,9.7,8,1,14.4,8,1,14.8,8,1,13.8,8,2,14.7,8,1,14.9,8,1
1988/4/26,9.1,8,1,15.2,8,1,16.9,8,1,17.7,8,1,15.6,8,2,17.3,8,1,17.1,8,1
1988/4/27,10.9,8,1,17.5,8,1,16.3,8,1,18.8,8,1,15.9,8,2,17.0,8,1,16.9,8,1
1988/4/28,14.8,8,1,16.2,8,1,17.5,8,1,18.8,8,1,16.5,8,2,18.3,8,1,17.0,8,1
1988/4/29,15.9,8,1,14.4,8,1,16.8,8,1,17.6,8,1,16.2,8,2,18.8,8,1,16.3,8,1
1988/4/30,11.5,8,1,17.0,8,1,20.7,8,1,21.6,8,1,18.6,8,2,19.8,8,1,20.6,8,1
1988/5/1,14.0,8,1,17.0,8,1,21.2,8,1,21.9,8,1,20.9,8,2,21.2,8,1,22.9,8,1
1988/5/2,10.5,8,1,16.8,8,1,19.6,8,1,21.8,8,1,21.1,8,2,20.9,8,1,21.0,8,1
1988/5/3,9.8,8,1,13.0,8,1,16.0,8,1,17.7,8,1,14.7,8,2,17.3,8,1,19.7,8,1
1988/5/4,8.3,8,1,16.7,8,1,15.9,8,1,21.0,8,1,16.0,8,2,17.2,8,1,18.3,8,1
1988/5/5,7.3,8,1,13.2,8,1,16.9,8,1,17.2,8,1,16.4,8,2,16.6,8,1,17.7,8,1
1988/5/6,9.8,8,1,12.9,8,1,17.6,8,1,16.9,8,1,17.8,8,2,18.2,8,1,18.6,8,1
1988/5/7,9.9,8,1,9.8,8,1,14.6,8,1,15.2,8,1,15.1,8,2,15.6,8,1,16.8,8,1
1988/5/8,6.1,8,1,10.5,8,1,15.2,8,1,13.7,8,1,14.8,8,2,13.9,8,1,15.3,8,1
1988/5/9,10.8,8,1,10.6,8,1,14.9,8,1,14.3,8,1,14.9,8,2,15.6,8,1,16.4,8,1
1988/5/10,12.5,8,1,13.1,8,1,15.9,8,1,15.7,8,1,14.7,8,2,18.0,8,1,18.9,8,1
1988/5/11,13.2,8,1,14.9,8,1,16.0,8,1,18.8,8,1,17.6,8,2,17.9,8,1,18.4,8,1
1988/5/12,12.5,8,1,14.4,8,1,16.2,8,1,17.0,8,1,17.5,8,2,17.4,8,1,18.4,8,1
1988/5/13,8.1,8,1,13.2,8,1,16.0,8,1,19.2,8,1,18.0,8,2,18.6,8,1,18.5,8,1
1988/5/14,9.5,8,1,16.2,8,1,18.7,8,1,21.3,8,1,17.0,8,2,20.0,8,1,17.8,8,1
1988/5/15,13.3,8,1,13.8,8,1,15.2,8,1,18.1,8,1,15.6,8,2,16.7,8,1,16.0,8,1
