ダウンロードした時刻：2023/08/29 04:55:36

,札幌,札幌,札幌,仙台,仙台,仙台,名古屋,名古屋,名古屋,東京,東京,東京,広島,広島,広島,大阪,大阪,大阪,福岡,福岡,福岡
1991/3/31,3.4,8,1,7.2,8,1,9.7,8,1,10.0,8,1,10.9,8,1,10.5,8,1,10.1,8,1
1991/4/1,1.9,8,1,4.6,8,1,8.2,8,1,6.3,8,1,8.5,8,1,7.9,8,1,7.8,8,1
1991/4/2,3.7,8,1,4.0,8,1,7.3,8,1,7.2,8,1,7.8,8,1,7.0,8,1,8.1,8,1
1991/4/3,6.4,8,1,5.4,8,1,9.5,8,1,9.6,8,1,8.8,8,1,9.5,8,1,8.8,8,1
1991/4/4,9.0,8,1,7.5,8,1,11.4,8,1,11.9,8,1,11.5,8,1,12.6,8,1,12.0,8,1
1991/4/5,7.6,8,1,10.1,8,1,14.0,8,1,14.0,8,1,13.7,8,1,15.3,8,1,13.3,8,1
1991/4/6,5.9,8,1,13.1,8,1,14.7,8,1,15.0,8,1,14.4,8,1,15.6,8,1,15.2,8,1
1991/4/7,4.8,8,1,9.9,8,1,15.0,8,1,13.6,8,1,15.4,8,1,16.1,8,1,13.8,8,1
1991/4/8,4.9,8,1,7.9,8,1,15.7,8,1,11.4,8,1,15.6,8,1,18.0,8,1,12.2,8,1
1991/4/9,6.0,8,1,11.7,8,1,16.7,8,1,17.2,8,1,15.5,8,1,16.1,8,1,13.7,8,1
1991/4/10,8.0,8,1,9.1,8,1,16.3,8,1,16.2,8,1,16.2,8,1,17.7,8,1,16.0,8,1
1991/4/11,9.1,8,1,14.3,8,1,16.8,8,1,17.5,8,1,18.2,8,1,18.7,8,1,15.6,8,1
1991/4/12,9.7,8,1,11.5,8,1,19.0,8,1,16.2,8,1,20.6,8,1,20.6,8,1,16.8,8,1
1991/4/13,8.7,8,1,11.4,8,1,16.5,8,1,16.1,8,1,18.3,8,1,19.0,8,1,17.1,8,1
1991/4/14,10.2,8,1,11.1,8,1,15.2,8,1,16.3,8,1,17.4,8,1,15.0,8,1,14.8,8,1
1991/4/15,11.1,8,1,11.0,8,1,15.9,8,1,16.2,8,1,16.0,8,1,16.4,8,1,15.1,8,1
1991/4/16,9.7,8,1,14.6,8,1,18.2,8,1,18.3,8,1,18.1,8,1,19.2,8,1,17.1,8,1
1991/4/17,11.4,8,1,14.2,8,1,17.6,8,1,19.4,8,1,15.4,8,1,18.7,8,1,20.4,8,1
1991/4/18,7.4,8,1,14.8,8,1,17.1,8,1,20.1,8,1,16.2,8,1,18.1,8,1,15.9,8,1
1991/4/19,7.7,8,1,10.2,8,1,14.1,8,1,14.9,8,1,13.5,8,1,14.7,8,1,12.4,8,1
1991/4/20,4.8,8,1,9.5,8,1,13.3,8,1,16.1,8,1,15.1,8,1,13.6,8,1,13.2,8,1
1991/4/21,4.6,8,1,8.5,8,1,13.8,8,1,16.1,8,1,14.5,8,1,14.2,8,1,14.1,8,1
1991/4/22,5.5,8,1,11.0,8,1,15.6,8,1,16.0,8,1,15.3,8,1,16.9,8,1,16.4,8,1
1991/4/23,9.0,8,1,12.2,8,1,15.0,8,1,16.8,8,1,15.4,8,1,16.4,8,1,16.3,8,1
1991/4/24,11.2,8,1,15.0,8,1,14.5,8,1,17.6,8,1,14.3,8,1,14.6,8,1,16.0,8,1
1991/4/25,11.8,8,1,12.8,8,1,16.4,8,1,13.5,8,1,17.7,8,1,17.5,8,1,16.0,8,1
1991/4/26,11.8,8,1,15.5,8,1,18.2,8,1,18.5,8,1,16.5,8,1,17.7,8,1,15.5,8,1
1991/4/27,10.1,8,1,12.4,8,1,17.3,8,1,17.8,8,1,16.5,8,1,16.9,8,1,16.2,8,1
1991/4/28,10.9,8,1,13.1,8,1,18.3,8,1,17.1,8,1,17.5,8,1,19.2,8,1,18.2,8,1
1991/4/29,9.8,8,1,14.5,8,1,17.5,8,1,16.5,8,1,16.6,8,1,18.3,8,1,15.6,8,1
1991/4/30,6.9,8,1,13.4,8,1,15.7,8,1,17.6,8,1,15.5,8,1,15.9,8,1,15.2,8,1
1991/5/1,6.1,8,1,11.4,8,1,15.1,8,1,17.3,8,1,16.5,8,1,16.0,8,1,15.7,8,1
1991/5/2,5.7,8,1,10.9,8,1,12.7,8,1,15.0,8,1,12.0,8,1,13.8,8,1,13.7,8,1
1991/5/3,4.2,8,1,8.4,8,1,11.5,8,1,12.6,8,1,12.6,8,1,11.6,8,1,14.6,8,1
1991/5/4,9.2,8,1,9.9,8,1,11.5,8,1,12.2,8,1,12.6,8,1,11.3,8,1,13.9,8,1
1991/5/5,13.1,8,1,12.0,8,1,13.7,8,1,14.4,8,1,14.3,8,1,14.3,8,1,16.4,8,1
1991/5/6,15.9,8,1,14.2,8,1,15.1,8,1,16.8,8,1,13.6,8,1,16.4,8,1,16.3,8,1
1991/5/7,15.8,8,1,15.1,8,1,17.6,8,1,18.2,8,1,18.0,8,1,19.5,8,1,16.8,8,1
1991/5/8,14.2,8,1,16.3,8,1,16.8,8,1,19.1,8,1,17.1,8,1,19.2,8,1,15.9,8,1
1991/5/9,14.1,8,1,16.1,8,1,18.0,8,1,18.3,8,1,16.8,8,1,18.0,8,1,16.8,8,1
1991/5/10,16.2,8,1,16.6,8,1,19.5,8,1,19.9,8,1,17.5,8,1,19.1,8,1,18.8,8,1
1991/5/11,15.0,8,1,17.8,8,1,20.3,8,1,20.7,8,1,18.9,8,1,20.8,8,1,19.5,8,1
1991/5/12,16.0,8,1,15.3,8,1,16.6,8,1,18.4,8,1,16.2,8,1,17.3,8,1,15.5,8,1
1991/5/13,15.0,8,1,18.3,8,1,19.2,8,1,19.3,8,1,17.9,8,1,18.3,8,1,18.1,8,1
1991/5/14,13.5,8,1,18.1,8,1,19.9,8,1,20.7,8,1,20.1,8,1,20.4,8,1,20.1,8,1
1991/5/15,16.1,8,1,17.3,8,1,17.1,8,1,19.4,8,1,17.3,8,1,17.6,8,1,18.9,8,1
1992/3/10,2.6,8,1,7.1,8,1,11.9,8,1,10.7,8,1,12.2,8,1,11.9,8,1,11.0,8,1
1992/3/11,1.2,8,1,6.9,8,1,11.0,8,1,12.3,8,1,10.4,8,1,11.1,8,1,11.3,8,1
1992/3/12,2.2,8,1,4.4,8,1,11.5,8,1,10.2,8,1,11.4,8,1,12.3,8,1,11.6,8,1
1992/3/13,1.7,8,1,8.1,8,1,13.0,8,1,12.7,8,1,11.2,8,1,13.1,8,1,12.1,8,1
1992/3/14,4.0,8,1,9.2,8,1,13.8,8,1,13.9,8,1,12.2,8,1,14.7,8,1,14.8,8,1
1992/3/15,4.5,8,1,9.2,8,1,13.7,8,1,16.2,8,1,13.0,8,1,14.1,8,1,14.8,8,1
1992/3/16,-0.8,8,1,6.2,8,1,11.2,8,1,12.0,8,1,10.4,8,1,10.6,8,1,10.6,8,1
1992/3/17,-2.3,8,1,2.7,8,1,7.1,8,1,4.1,8,1,7.7,8,1,7.2,8,1,9.4,8,1
1992/3/18,-1.6,8,1,1.1,8,1,7.1,8,1,3.8,8,1,8.2,8,1,8.7,8,1,8.8,8,1
1992/3/19,1.0,8,1,3.6,8,1,9.6,8,1,9.1,8,1,9.8,8,1,10.1,8,1,10.4,8,1
1992/3/20,-1.1,8,1,5.6,8,1,11.0,8,1,11.4,8,1,9.1,8,1,10.2,8,1,9.8,8,1
1992/3/21,-1.6,8,1,-0.2,8,1,7.4,8,1,4.6,8,1,9.2,8,1,7.4,8,1,9.8,8,1
1992/3/22,-2.3,8,1,1.7,8,1,6.7,8,1,7.0,8,1,9.8,8,1,7.6,8,1,11.3,8,1
